country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","09-12-2025 21:00:00",30.9028,75.8086,OZONE,10,37,26
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","09-12-2025 21:00:00",30.649961,76.331442,SO2,NA,NA,NA
India,Punjab,Patiala,"Model Town, Patiala - PPCB","09-12-2025 21:00:00",30.349388,76.366642,CO,34,88,55
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","09-12-2025 21:00:00",23.837789,73.714926,OZONE,3,97,59
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","09-12-2025 21:00:00",26.902909,75.836858,PM10,65,178,127
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","09-12-2025 21:00:00",26.902909,75.836858,NO2,33,105,70
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","09-12-2025 21:00:00",26.902909,75.836858,OZONE,13,52,35
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","09-12-2025 21:00:00",26.895552,76.334753,NH3,8,21,11
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","09-12-2025 21:00:00",26.699557,77.898881,NH3,3,6,4
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","09-12-2025 21:00:00",23.837789,73.714926,NO2,15,76,30
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","09-12-2025 21:00:00",22.265816,86.174829,NO2,NA,NA,NA
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","09-12-2025 21:00:00",11.9309,79.8027,PM10,63,115,90
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","09-12-2025 21:00:00",26.253384,72.976571,PM10,50,351,135
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","09-12-2025 21:00:00",26.253384,72.976571,CO,26,86,41
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","09-12-2025 21:00:00",26.506177,77.025989,NO2,16,100,36
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","09-12-2025 21:00:00",26.506177,77.025989,CO,16,116,51
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","09-12-2025 21:00:00",25.164090,75.858137,PM2.5,47,345,142
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","09-12-2025 21:00:00",25.164090,75.858137,NO2,20,117,55
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","09-12-2025 21:00:00",25.164090,75.858137,NH3,5,13,8
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","09-12-2025 21:00:00",26.268249,73.0193853,OZONE,13,87,55
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","09-12-2025 21:00:00",26.295810,73.082283,PM10,36,411,139
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","09-12-2025 21:00:00",26.215415,73.070156,PM10,56,238,110
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","09-12-2025 21:00:00",26.215415,73.070156,CO,11,96,39
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","09-12-2025 21:00:00",26.358805,73.047444,PM2.5,13,183,63
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","09-12-2025 21:00:00",26.358805,73.047444,PM10,29,143,83
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","09-12-2025 21:00:00",25.036360,73.883502,PM2.5,2,227,66
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","09-12-2025 21:00:00",26.031443,76.359327,NH3,NA,NA,NA
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","09-12-2025 21:00:00",26.031443,76.359327,CO,6,128,53
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","09-12-2025 21:00:00",27.608912,75.153302,PM10,90,466,260
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","09-12-2025 21:00:00",27.608912,75.153302,OZONE,6,81,51
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","09-12-2025 21:00:00",24.885261,72.857549,NH3,1,3,2
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","09-12-2025 21:00:00",29.931624,73.864511,SO2,1,13,3
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","09-12-2025 21:00:00",26.159933,75.780517,NH3,6,12,9
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","09-12-2025 21:00:00",24.5886166,73.6321397,OZONE,3,60,25
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","09-12-2025 21:00:00",26.786682,75.827928,OZONE,16,62,35
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","09-12-2025 21:00:00",26.960669,75.771817,NO2,27,148,75
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","09-12-2025 21:00:00",26.960669,75.771817,OZONE,3,64,36
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","09-12-2025 21:00:00",26.9502929,75.730943,NH3,7,46,21
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","09-12-2025 21:00:00",25.196024,75.855668,NO2,27,119,67
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","09-12-2025 21:00:00",25.14389,75.821256,NH3,3,11,6
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","09-12-2025 21:00:00",27.213494,73.734444,NO2,13,106,46
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","09-12-2025 21:00:00",27.338530,88.614099,PM10,18,40,29
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","09-12-2025 21:00:00",27.338530,88.614099,SO2,1,1,1
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB","09-12-2025 21:00:00",13.0664,"80.2112 ",PM10,NA,NA,NA
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","09-12-2025 21:00:00",26.9164092,75.7994901,NH3,4,107,44
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","09-12-2025 21:00:00",26.9164092,75.7994901,OZONE,10,54,32
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","09-12-2025 21:00:00",25.344694,72.626208,NO2,21,130,74
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","09-12-2025 21:00:00",25.344694,72.626208,CO,19,125,73
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","09-12-2025 21:00:00",17.585705,78.126199,CO,14,36,16
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","09-12-2025 21:00:00",17.393559,78.339194,PM2.5,47,71,55
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","09-12-2025 21:00:00",17.393559,78.339194,NH3,2,3,2
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","09-12-2025 21:00:00",17.393559,78.339194,CO,22,36,33
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","09-12-2025 21:00:00",17.544899,78.486949,SO2,8,14,9
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","09-12-2025 21:00:00",17.544899,78.486949,OZONE,14,43,30
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","09-12-2025 21:00:00",17.429398,78.569354,PM10,70,99,91
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","09-12-2025 21:00:00",17.429398,78.569354,CO,9,34,12
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","09-12-2025 21:00:00",13.0052189,80.2398125,SO2,12,16,14
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","09-12-2025 21:00:00",11.0328,77.0349,NO2,10,11,10
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","09-12-2025 21:00:00",11.0328,77.0349,NH3,1,1,1
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","09-12-2025 21:00:00",10.942451,76.978996,PM2.5,43,141,85
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","09-12-2025 21:00:00",10.942451,76.978996,OZONE,19,47,34
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB","09-12-2025 21:00:00",11.6829898,79.7532099,OZONE,12,14,13
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","09-12-2025 21:00:00",11.258242,77.552761,NO2,12,14,13
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","09-12-2025 21:00:00",11.258242,77.552761,NH3,2,3,2
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","09-12-2025 21:00:00",11.258242,77.552761,CO,29,36,33
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","09-12-2025 21:00:00",10.423417,78.784889,PM2.5,61,219,136
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","09-12-2025 21:00:00",10.423417,78.784889,NH3,1,1,1
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","09-12-2025 21:00:00",9.36399,78.831977,PM10,43,96,71
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB","09-12-2025 21:00:00",10.358535,77.984321,NH3,2,3,2
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB","09-12-2025 21:00:00",10.358535,77.984321,CO,23,32,26
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","09-12-2025 21:00:00",13.4127,80.1081,SO2,29,75,48
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","09-12-2025 21:00:00",10.967820,78.080882,PM2.5,72,183,118
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","09-12-2025 21:00:00",10.967820,78.080882,NO2,5,6,5
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","09-12-2025 21:00:00",10.967820,78.080882,NH3,3,3,3
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","09-12-2025 21:00:00",17.460103,78.334361,PM10,65,140,110
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","09-12-2025 21:00:00",17.460103,78.334361,NH3,4,23,12
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","09-12-2025 21:00:00",17.460103,78.334361,SO2,10,53,27
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","09-12-2025 21:00:00",17.470431,78.566959,NO2,23,64,41
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","09-12-2025 21:00:00",17.518400,78.278777,PM10,55,157,120
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","09-12-2025 21:00:00",17.518400,78.278777,OZONE,1,62,39
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","09-12-2025 21:00:00",8.728442,77.6962,NH3,3,10,6
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","09-12-2025 21:00:00",11.0973603,77.3228673,PM2.5,60,285,118
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","09-12-2025 21:00:00",11.0973603,77.3228673,SO2,3,5,3
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","09-12-2025 21:00:00",11.0973603,77.3228673,OZONE,3,3,3
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","09-12-2025 21:00:00",9.559382,77.948828,SO2,25,31,26
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB","09-12-2025 21:00:00",13.0664,"80.2112 ",SO2,NA,NA,NA
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","09-12-2025 21:00:00",13.1278,80.2642,PM2.5,97,233,165
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","09-12-2025 21:00:00",13.1662,80.2584,NO2,3,6,4
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","09-12-2025 21:00:00",13.164544,80.26285,NH3,6,9,8
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","09-12-2025 21:00:00",9.865935,78.022669,NH3,9,9,9
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","09-12-2025 21:00:00",9.865935,78.022669,OZONE,1,1,1
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB","09-12-2025 21:00:00",10.798548,79.838212,PM2.5,35,212,104
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","09-12-2025 21:00:00",12.9533,80.2357,PM10,90,174,120
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","09-12-2025 21:00:00",12.9533,80.2357,CO,24,88,42
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","09-12-2025 21:00:00",26.906111,80.948222,PM10,106,234,147
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","09-12-2025 21:00:00",26.906111,80.948222,NH3,12,17,15
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","09-12-2025 21:00:00",26.906111,80.948222,SO2,6,11,9
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","09-12-2025 21:00:00",26.90723,80.98579,CO,12,17,13
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","09-12-2025 21:00:00",26.8458805,80.9365541,NO2,31,37,34
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","09-12-2025 21:00:00",26.8458805,80.9365541,NH3,16,26,21
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","09-12-2025 21:00:00",26.8458805,80.9365541,CO,2,72,36
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","09-12-2025 21:00:00",26.8458805,80.9365541,OZONE,5,39,25
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","09-12-2025 21:00:00",26.83399722,80.8917361,NO2,46,57,52
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","09-12-2025 21:00:00",17.349694,78.451437,SO2,3,4,3
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","09-12-2025 21:00:00",17.349694,78.451437,CO,2,107,78
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","09-12-2025 21:00:00",23.8175497,91.2726974,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","09-12-2025 21:00:00",27.23711,78.01936,PM2.5,53,113,74
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","09-12-2025 21:00:00",27.23711,78.01936,NH3,2,3,2
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","09-12-2025 21:00:00",27.106972,78.000111,OZONE,9,14,13
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","09-12-2025 21:00:00",27.19865833,78.00598056,PM2.5,45,359,186
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","09-12-2025 21:00:00",26.4703136,80.3229863,OZONE,6,32,19
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","09-12-2025 21:00:00",28.2348927,77.8683002,NH3,1,1,1
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","09-12-2025 21:00:00",28.2348927,77.8683002,CO,40,51,46
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","09-12-2025 21:00:00",26.766433,80.927299,PM10,94,160,130
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","09-12-2025 21:00:00",26.766433,80.927299,SO2,23,24,24
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","09-12-2025 21:00:00",26.868120,81.005119,PM10,66,132,100
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","09-12-2025 21:00:00",28.557054,77.453663,OZONE,9,134,69
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","09-12-2025 21:00:00",26.428282,80.327067,PM2.5,15,198,77
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","09-12-2025 21:00:00",26.428282,80.327067,SO2,15,28,20
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","09-12-2025 21:00:00",26.428282,80.327067,OZONE,13,14,14
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","09-12-2025 21:00:00",26.509954,80.249612,PM10,59,107,91
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","09-12-2025 21:00:00",26.509954,80.249612,SO2,19,57,23
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","09-12-2025 21:00:00",28.964949,77.278761,CO,8,40,27
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","09-12-2025 21:00:00",28.406963,77.849831,PM10,130,186,155
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","09-12-2025 21:00:00",28.406963,77.849831,SO2,7,70,21
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","09-12-2025 21:00:00",27.19412,77.96237,CO,8,34,13
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","09-12-2025 21:00:00",27.169338,78.03582,PM2.5,40,151,68
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","09-12-2025 21:00:00",27.169338,78.03582,PM10,103,192,146
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","09-12-2025 21:00:00",28.685382,77.453839,OZONE,12,79,48
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","09-12-2025 21:00:00",28.557054,77.453663,NH3,11,19,16
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","09-12-2025 21:00:00",17.528544,78.286195,PM2.5,35,45,43
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","09-12-2025 21:00:00",17.417094,78.457437,NO2,15,20,18
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","09-12-2025 21:00:00",28.646233,77.358075,PM2.5,162,329,268
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","09-12-2025 21:00:00",28.646233,77.358075,NO2,28,114,58
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","09-12-2025 21:00:00",28.569230,77.393848,NO2,70,167,104
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","09-12-2025 21:00:00",25.425602,81.917152,PM2.5,32,99,76
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","09-12-2025 21:00:00",25.425602,81.917152,PM10,78,153,127
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","09-12-2025 21:00:00",25.494,81.863,NH3,8,8,8
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","09-12-2025 21:00:00",25.494,81.863,CO,20,46,29
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","09-12-2025 21:00:00",25.3505986,82.9083074,PM2.5,52,173,99
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","09-12-2025 21:00:00",25.3505986,82.9083074,SO2,10,11,11
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","09-12-2025 21:00:00",28.802625,78.753728,NO2,29,30,29
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","09-12-2025 21:00:00",28.802625,78.753728,OZONE,27,46,36
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","09-12-2025 21:00:00",29.4723508,77.7194031,PM2.5,88,400,251
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","09-12-2025 21:00:00",29.4723508,77.7194031,NH3,16,28,19
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","09-12-2025 21:00:00",29.4723508,77.7194031,CO,15,86,51
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","09-12-2025 21:00:00",29.4723508,77.7194031,OZONE,21,142,90
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","09-12-2025 21:00:00",28.6245479,77.3577104,OZONE,19,119,69
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","09-12-2025 21:00:00",22.629801,88.352017,OZONE,11,65,39
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","09-12-2025 21:00:00",22.554954,88.292568,PM2.5,184,281,232
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","09-12-2025 21:00:00",22.554954,88.292568,SO2,10,24,15
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","09-12-2025 21:00:00",22.611968,88.347422,CO,21,104,48
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","09-12-2025 21:00:00",22.611968,88.347422,OZONE,3,43,20
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","09-12-2025 21:00:00",22.5687319,88.2797276,PM10,95,285,173
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","09-12-2025 21:00:00",22.5687319,88.2797276,SO2,3,13,7
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","09-12-2025 21:00:00",23.616515,87.119133,OZONE,9,40,27
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","09-12-2025 21:00:00",22.7605581,88.3617589,PM2.5,139,320,264
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","09-12-2025 21:00:00",22.7605581,88.3617589,PM10,122,188,150
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","09-12-2025 21:00:00",23.567923,87.306843,PM10,7,170,132
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","09-12-2025 21:00:00",23.567923,87.306843,NO2,21,79,47
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","09-12-2025 21:00:00",25.301778,82.996789,NO2,7,8,8
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","09-12-2025 21:00:00",25.301778,82.996789,NH3,1,1,1
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","09-12-2025 21:00:00",25.262326,82.995408,PM2.5,36,170,80
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","09-12-2025 21:00:00",25.262326,82.995408,SO2,30,48,41
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","09-12-2025 21:00:00",25.32393,82.99687,PM10,68,137,98
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","09-12-2025 21:00:00",25.32393,82.99687,SO2,28,32,29
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","09-12-2025 21:00:00",30.269444,78.044167,PM2.5,45,247,115
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","09-12-2025 21:00:00",29.2124114,78.9611753,NH3,2,14,5
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","09-12-2025 21:00:00",23.685297,86.945968,SO2,7,30,19
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","09-12-2025 21:00:00",23.6979360,86.9443950,SO2,6,12,7
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","09-12-2025 21:00:00",23.5087640,87.3544400,NH3,14,17,15
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB (Formerly known as Sidhu Kanhu Indoor Stadium)","09-12-2025 21:00:00",23.549395,87.300496,NO2,27,35,30
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","09-12-2025 21:00:00",22.629801,88.352017,PM2.5,317,401,362
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","09-12-2025 21:00:00",28.999264,77.7590354,PM2.5,80,301,139
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","09-12-2025 21:00:00",28.999264,77.7590354,NH3,1,5,3
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","09-12-2025 21:00:00",28.999264,77.7590354,SO2,25,41,32
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","09-12-2025 21:00:00",29.063510,77.709723,PM10,NA,NA,NA
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","09-12-2025 21:00:00",28.840739,78.697531,NH3,9,16,11
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","09-12-2025 21:00:00",28.849399,78.742362,PM10,90,197,112
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","09-12-2025 21:00:00",28.849399,78.742362,NH3,4,4,4
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","09-12-2025 21:00:00",28.849399,78.742362,CO,30,78,45
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","09-12-2025 21:00:00",22.5367507,88.3638022,NH3,7,13,9
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","09-12-2025 21:00:00",22.58157048,88.41002457,PM2.5,126,311,238
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","09-12-2025 21:00:00",22.49929,88.36917,PM2.5,211,394,320
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","09-12-2025 21:00:00",22.51106,88.35142,PM10,131,163,146
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","09-12-2025 21:00:00",22.5448082,88.3403691,OZONE,5,68,34
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","09-12-2025 21:00:00",26.446912,91.439057,CO,20,22,22
India,Assam,Silchar,"Tarapur, Silchar - PCBA","09-12-2025 21:00:00",24.82827,92.79525,PM10,53,65,58
India,Assam,Silchar,"Tarapur, Silchar - PCBA","09-12-2025 21:00:00",24.82827,92.79525,CO,8,80,13
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","09-12-2025 21:00:00",26.987634,94.636574,PM2.5,18,94,50
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","09-12-2025 21:00:00",26.987634,94.636574,SO2,14,18,16
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","09-12-2025 21:00:00",26.146529,87.454184,PM2.5,48,328,216
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","09-12-2025 21:00:00",26.146529,87.454184,NO2,1,43,9
